subset,sex,length,diameter,height,weight_whole,weight_shucked,weight_viscera,weight_shell,rings,price
train,I,0.3495442836075593,0.2601940906334086,0.074503859,0.1799629862743031,0.089706938,0.024759951,0.054516193,5.0,1.2057209239689892
train,F,0.5452490400598211,0.4398656370726855,0.1349145316659085,0.9181320865336488,0.4289833517606272,0.2017510973532418,0.2378398030284065,10.0,18.40346328354361
test,F,0.6496535141508883,0.5445448081647835,0.1750797277065898,1.5244591287759215,0.5901336666068997,0.3259701403307138,0.4955058887031087,10.0,31.455766918955565
train,I,0.5000031723831203,0.3945664355082028,0.1409122141977496,0.6211332647189362,0.2923355514264357,0.1201647205750157,0.1954293870087821,9.0,5.647746545583447
train,I,0.4392682977986804,0.3350011731152466,0.1100400041048548,0.3894290703602096,0.1751568531472965,0.083278866,0.1108989600470504,7.0,1.966989153843448
train,I,0.294595982,0.2200133204047171,0.084899351,0.1293495181746803,0.058166634,0.027437195,0.036808513,5.0,0.2292512043499481
train,I,0.4752585644786862,0.3646121612694953,0.1203126578731087,0.518502175,0.2680313133631249,0.1093028568681857,0.13660146,8.0,4.142997481481382
train,M,0.5498851684498219,0.4511428351283967,0.1491538427515718,1.014219209800224,0.4078242887160404,0.2019197362019332,0.2870360037083311,10.0,16.212238046939042
train,I,0.4648340140721907,0.3552619356754978,0.1193255133641106,0.580638048,0.2549725143750382,0.091545403,0.1839952276837144,8.0,7.455882977602827
test,I,0.3798585686511974,0.2901541651280282,0.1001271138716756,0.2367968213754986,0.1079356296481298,0.039838187,0.082199787,6.0,2.284661007208894
train,F,0.6194904967697658,0.4747980664219676,0.1754814171978667,1.0169418014040768,0.4355550034702037,0.2143878166968768,0.3253280219602441,10.0,20.27499448
train,I,0.5101064816217241,0.3993893821423235,0.1247233604202557,0.5931654665766269,0.2387970604243121,0.1295345039842916,0.204076192,8.0,6.862081608925762
train,I,0.4951515766779599,0.3805461382741507,0.1295687362710053,0.5125090521508824,0.2183323690441066,0.1155623262818991,0.1603928297223457,7.0,5.505695085
test,I,0.4852145162139553,0.3902030669012856,0.1249142224349741,0.5908282776346153,0.2871125705191596,0.1412284656040897,0.1199518030325547,9.0,6.301808423251504
train,I,0.4994469331569435,0.3795665337492312,0.110224281,0.561692985,0.279823233,0.1065769222197918,0.1504037192609901,9.0,5.090113469552746
test,I,0.4049940748548778,0.3098770677927319,0.1099922129866092,0.9105277565647996,0.4156692760685065,0.2080478031215889,0.099343727,8.0,8.615837095216552
test,F,0.5748613200744149,0.4700014510679707,0.1552834729476917,1.1160438931842094,0.5098482828787386,0.238680145,0.3393083648641417,10.0,22.10890057
train,M,0.6949037481122186,0.54888345,0.1953310517851122,1.6644235072470928,0.7268572977670487,0.3594598983711813,0.4446228370951665,11.0,24.59867427840313
train,F,0.5554955481093119,0.4295237837404682,0.1355034916472048,0.8119528361293077,0.4054932841129368,0.1638483991755673,0.2218972941901566,9.0,16.362311899070704
test,F,0.5498154975907283,0.4247766136086153,0.1454023123648685,0.7965588804246132,0.2969635058957929,0.1501146261196181,0.2651157313479697,9.0,14.633967934282456
train,M,0.5494643134200805,0.42061994,0.1606667217466043,1.3401766888120266,0.6326257925746261,0.3109553869329306,0.3444401261007181,10.0,20.97357035011811
train,F,0.715179023,0.5240987925285593,0.184814999,1.5598654903871532,0.6654303809015519,0.3830186050785644,0.4047708627027811,11.0,32.51852851893889
train,F,0.5747252823859834,0.4748118464890801,0.1601933376786568,0.8950065037651107,0.3603758228429967,0.2204027273803031,0.2717869432366437,9.0,16.90248991957301
train,F,0.6700564008697264,0.5200618378192949,0.1950051101270522,1.8065196629939104,0.7580246238162768,0.3736259220418978,0.5057593638652119,11.0,34.10603579
train,I,0.5752627042784337,0.4245019931060087,0.1352310826442832,0.7965574007920141,0.364243557,0.1966094767398133,0.2382439855467807,10.0,6.593058482942894
train,M,0.5709306531960412,0.44566619,0.1591803354449019,1.0147114461868745,0.5160609629817203,0.1638465067583921,0.3007016812236334,10.0,14.658757132408232
train,F,0.5294457758111574,0.423999246,0.1293823545982898,0.7583948610809416,0.3248122806294858,0.1968298587980948,0.2050282415454298,8.0,15.398816185153446
train,M,0.6397533346582207,0.5245791331807645,0.1807456533019023,1.3132654164986537,0.4868947845056804,0.299373497,0.4077815533391415,10.0,19.71922007322212
train,M,0.7397166130470937,0.5697185892963016,0.1803565332844838,1.872689847661223,0.9109726650630802,0.4270628031681813,0.4466419756609104,10.0,27.94518494880787
train,M,0.5847718866386551,0.4549257260368789,0.1400402188991465,0.9702495342795586,0.4618914355619076,0.1859320803025227,0.2949122,9.0,14.719737244773196
train,F,0.5351198189596196,0.4351648789513892,0.159661452,0.8102219362417229,0.3151004154874892,0.179514047,0.2396611044258908,10.0,16.53099737860702
train,I,0.3704420647777405,0.2799318255230699,0.084979033,0.1980463214267613,0.080427931,0.045380343,0.058710447,5.0,2.8484258629853088
train,M,0.5956204845366186,0.4902307717634528,0.185294642,1.1848810774910237,0.4815242198346323,0.2013285752343575,0.361324615,10.0,18.750621150773267
train,I,0.3599288740907304,0.2850004548105406,0.1056029168530227,0.240710651,0.091753221,0.056631727,0.074934837,7.0,1.727353956025253
test,I,0.4601162340405379,0.3650031860089084,0.1152749369015601,0.5105058918967649,0.2363713432986965,0.1181153065559569,0.1230162959069371,7.0,6.347284489826171
train,F,0.4292004595384223,0.34959152,0.090315916,0.3977359406899947,0.1580755883341761,0.088964656,0.1195397065817211,9.0,8.984769909522552
train,M,0.5608213764317284,0.4651621857452912,0.1450364070869048,0.8873428790585779,0.3350525012585589,0.2199935813657262,0.2694091224140557,9.0,11.782634622927295
train,I,0.3846668966345691,0.2898139987285323,0.099734846,0.2573444955041706,0.099952835,0.060853419,0.085629875,6.0,4.607957712678223
train,F,0.4209375373269767,0.3299051240522556,0.1251105116666191,0.4627404325532879,0.186826757,0.1100849510948636,0.1447703583142749,10.0,9.224188712553518
train,F,0.5054278183304254,0.4098723765993076,0.1501740883901987,0.6440513989105574,0.2847832688852471,0.1442986547419842,0.2105129395771156,11.0,14.730674322814046
train,M,0.5502375020805307,0.4097400191873879,0.1292354156160304,0.8705976056840173,0.4449814183513638,0.2106321480269279,0.2126229866082657,9.0,14.281189543530118
train,M,0.4412988686700135,0.3499140811698058,0.1101657238416826,0.4582693547853785,0.1999424488558953,0.088406228,0.1304028009218407,9.0,6.656293195896849
train,M,0.5789985708466792,0.4298106308771459,0.1249185148345615,0.9116059796556596,0.4470977170066944,0.2080361219839454,0.1214592087191969,10.0,12.332899670732182
train,F,0.5801168573599326,0.4259237526537276,0.1551436368715857,0.8722839188556151,0.3618383660996941,0.2491303172055429,0.2386846495971607,10.0,16.458656419424187
train,I,0.4604476995780193,0.3498795954668701,0.1152008481629511,0.4156261554924422,0.1806064896336014,0.097956273,0.1178458818549363,7.0,6.536421402910518
train,M,0.5552275163625734,0.4245807250341078,0.1496002705104702,0.872981246,0.4622839856460261,0.1845852887658196,0.1956707612196999,9.0,11.3995355
train,M,0.6200241551046801,0.4905577026448904,0.1551622782854699,1.1001593575147055,0.504735853,0.2477023005250872,0.3100994153758069,9.0,16.373405081165135
train,M,0.629940429,0.5112497678217575,0.169696527,1.1879876517865244,0.4914761810949286,0.3056569292499043,0.3482682897909827,7.0,19.87067919068428
train,M,0.3804956649049055,0.2348760529541263,0.100505902,0.258124641,0.1057004143720299,0.053871958,0.07993873,7.0,3.528262844968948
train,I,0.3551537999090964,0.2700531646760671,0.1001125549009536,0.2159412498267951,0.082574776,0.036952896,0.074743904,10.0,1.944847180650928
train,I,0.309088173,0.2246781850492505,0.050628458,0.1445128143387765,0.067560599,0.038878442,0.04513609,6.0,0.1
train,I,0.3305038223459002,0.2645253311059783,0.090549029,0.1795705925195899,0.069042544,0.03557183,0.060090022,6.0,2.6578497965411176
train,F,0.6598938051746636,0.4955614668590967,0.2099884217301872,1.548388347845664,0.724186981,0.3520694870456342,0.3926915471364314,10.0,31.63600568232677
train,F,0.6752953002864779,0.5255517814124916,0.1539992901150791,1.4786181189786745,0.6277715607386033,0.339785053,0.4208520469133215,9.0,28.10644891317612
test,I,0.5010089641985814,0.370235404,0.1156317293415252,0.5742223518594488,0.3060771536188527,0.1124708817631297,0.1414226366809629,7.0,5.732593363994228
train,F,0.6302112719552052,0.4798253573445963,0.1656798103535217,1.2616830735711024,0.5508429768453443,0.2767352523117146,0.3894669858131125,10.0,27.18353570898184
train,I,0.4143762662182027,0.3302222778497754,0.099962923,0.3906839831994846,0.1920314739963689,0.074757369,0.103340544,7.0,3.4562089720423503
train,M,0.545525191,0.4497791556726391,0.1498069563523864,0.9776670363887924,0.3368932895586901,0.1897695857380389,0.2994841005883522,11.0,15.41944810083006
train,F,0.6494412730480149,0.5049377644290369,0.1648037653082895,1.357020044032408,0.5721946717806667,0.2815016904077431,0.4302284677192559,11.0,25.731130607790863
test,I,0.4304605930138118,0.3402837997548412,0.1201337600930434,0.3572382146811956,0.1509460376235238,0.064360644,0.1044229047031393,9.0,3.462033841955413
train,F,0.5795466901269117,0.4503247748907447,0.1846863033257696,0.9949310428268786,0.3944189216706396,0.2715052098089076,0.2855897216767934,11.0,20.422127875057747
train,I,0.555061291,0.4301080638276309,0.1245721718395167,0.7004291732648386,0.3400711760728599,0.1346405153438198,0.2091241196193256,8.0,7.326451622
train,I,0.3551194559942717,0.2697163548800568,0.105070406,0.2710530224813754,0.1421858788921741,0.052237618,0.072891313,9.0,3.1182684132667124
train,I,0.274838581,0.1953064249414575,0.065836868,0.105728812,0.053779395,0.020275205,0.027189598,6.0,0.9722076718856144
test,I,0.470114943,0.3549188946207539,0.1198383068923012,0.3687399477506102,0.1260447875238823,0.08301893,0.1366106689697407,6.0,3.572097659524221
